name,address,id,builder,sqft,lights,covered,url,elements,pinimage,photos,latitude,longitude,group
Seattle Spot 10023,"10023 64th Ave S, Seattle, WA 98178, USA",seattlespot10,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3692.jpg,47.5700805,-122.3345146,WA
Seattle Spot 10120,"10120 64th Ave S, Seattle, WA 98178, USA",seattlespot11,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3699.jpg,47.56828181,-122.3335889,WA
Seattle Spot 320,"320 NW 85th St, Seattle, WA 98117, USA",seattlespot12,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3713.jpg,47.62170633,-122.3447785,WA
Seattle Spot 1301a,"1301 NW 105th St, Seattle, WA 98177, USA",seattlespot13,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3762.jpg,47.65240136,-122.3109346,WA
Seattle Spot 1301b,"1301 NW 105th St, Seattle, WA 98177, USA",seattlespot14,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3763.jpg,47.65234729,-122.3108146,WA
Seattle Spot 1400a,"1400 NW 107th St, Seattle, WA 98177, USA",seattlespot15,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3764.jpg,47.65497729,-122.3091554,WA
Seattle Spot 1400b,"1400 NW 107th St, Seattle, WA 98177, USA",seattlespot16,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3765.jpg,47.6549791,-122.3091861,WA
Seattle Spot 201a,"201 NW 80th St, Seattle, WA 98117, USA",seattlespot17,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_4033.jpg,47.61322373,-122.333413,WA
Seattle Spot 201b,"201 NW 80th St, Seattle, WA 98117, USA",seattlespot18,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_4036.jpg,47.61291484,-122.333463,WA
Seattle Spot 4860,"4860 S Graham St, Seattle, WA 98118, USA",seattlespot19,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_4205.jpg,47.51372529,-122.33986,WA
Seattle Spot 1000,"1000 4th Ave, Seattle, WA 98164, US",seattlespot2,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3187.jpg,47.60384444,-122.3342972,WA
Seattle Spot 8512,"8512 Palatine Ave N, Seattle, WA 98103, USA",seattlespot20,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_dt01IMG_4039.jpg isaac_dt02IMG_4040.jpg,47.61374661,-122.3320402,WA
Seattle Spot 301,"301 NW 98th St, Seattle, WA 98117, USA",seattlespot21,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_pk01IMG_4105.jpg isaac_pk02IMG_4109.jpg,47.64950593,-122.3388698,WA
Seattle Spot 9722,"9722 48th Ave S, Seattle, WA 98118, USA",seattlespot22,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_we01IMG_3878.jpg isaac_we02IMG_3880.jpg,47.5709665,-122.3708804,WA
Seattle Spot 1531,"1531 Western Ave, Seattle, WA 98101, US",seattlespot3,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3192.jpg,47.60758889,-122.3369611,WA
Seattle Spot 1501,"1501 Western Ave, Seattle, WA 98101, US",seattlespot4,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3190.jpg,47.60713333,-122.3371806,WA
Seattle Spot 1521,"1521 Western Ave, Seattle, WA 98101, US",seattlespot5,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3191.jpg,47.60755278,-122.3370278,WA
Seattle Spot 7400,"7400 Sand Point Way NE, Seattle, WA 98115, US",seattlespot6,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3387.jpg,47.66023611,-122.3103722,WA
Seattle Spot 1415,"1415 Western Ave, Seattle, WA 98101, US",seattlespot7,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3234.jpg,47.60646389,-122.3376,WA
Seattle Spot 1501,"1501 Western Ave, Seattle, WA 98101, US",seattlespot8,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3235.jpg,47.60706667,-122.3373028,WA
Seattle Spot 1201,"1201 Third Avenue, Seattle, WA 98101, US",seattlespot9,N/A,100 ft²,No,No,https://en.wikipedia.org/wiki/Seattle,Seattle street spot,spotpin,isaac_IMG_3189.jpg,47.60456111,-122.3351056,WA
Sedro Wooley Skatepark,"325 Metcalf St, Sedro-Woolley, WA 98284, US",sedrowooley,N/A,"12,211.20 ft²",Lights.,No,http://www.northwestskater.com/sedrowoolley.html,Concrete Skatepark.,othergoodparklightspin,sedrowoolley.jpg sedrowoolley2.jpg sedrowoolley3.jpg,48.50911,-122.237178,WA
Sequim Skatepark,"E Cedar St & N Blake Ave, Sequim, WA 98382, US",sequim,N/A,"19,480.13 ft²",No,No,http://www.northwestskater.com/squim.html,Concrete Skatepark.,skateparkpin,sequim.jpg sequim2.jpg sequim3.jpg,48.079999,-123.084625,WA
SERENITY PARK SKATEPARK,"32400 Cape Cod Dr, Lake Elsinore, CA 92530, US",SERENITYPARKSKATEPARK,Spohn Ranch,"9,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/serenity-park-skatepark/,concrete park,spohnranchpin,SERENITYPARKSKATEPARK01.jpg SERENITYPARKSKATEPARK02.jpg,33.6232051,-117.3034363,CA
"ShawneeSkatepark-Shawnee,KS","Swarner Skate Park, 6220 Lackman Rd, Shawnee, KS 66216, US",ShawneeSkatepark-ShawneeKS,Grindline,"11,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,shawnee01.jpg,39.0177133,-94.76336891,KS
Sheridan Skatepark,"NE Yamhill St & NE Elm St, Sheridan, OR 97378, US",sheridanOR,N/A,"5,193.27 ft²",No,No,http://www.northwestskater.com/sheridanOR.html,Concrete Skatepark.,skateparkpin,OREGONsheridan1.jpg OREGONsheridan2.jpg,45.099953,-123.389119,OR
Sherwood Skatepark,"23000 SW Pacific Hwy, Sherwood, OR 97140, US",sherwoodOR,Dreamland.,"11,367sqft.",No,No,https://www.sherwoodoregon.gov/parksrec/page/sherwood-skate-park-project,Dreamland Concrete skatepark,dreamlandpin,sherwood01.png sherwood02.png sherwood03.png sherwood04.png,45.35332,-122.8654015,OR
Shoreham Skatepark Shoreham,"Ham Business Centre, Brighton Rd, Shoreham-by-Sea BN43 6RE, UK",shorehamskateparkshoreham,Newline,"6,391.00 ft²",N/A,N/A,http://www.newlineskateparks.com/project/shoreham-skatepark/,Concrete,newlinepin,shorehamskateparkshoreham.jpg,50.8331886,-0.2668892256,EN
Shoreline Skatepark,"901 NE 155th St, Shoreline, WA 98155, US",shoreline,N/A,"8,259.43 ft²",No,No,http://www.northwestskater.com/shoreline.html,Concrete Skatepark.,skateparkpin,shoreline.jpg Shoreline2.jpg Shoreline3.jpg,47.741017,-122.319283,WA
SHOREVIEW SKATEPARK,"4600 Victoria St N, Shoreview, MN 55126, US",SHOREVIEWSKATEPARK,Spohn Ranch,"7,500 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/shoreview-skatepark/,concrete park,spohnranchpin,SHOREVIEWSKATEPARK01.jpg SHOREVIEWSKATEPARK02.jpg SHOREVIEWSKATEPARK03.jpg,45.08135529,-93.13271691,MN
Silkeborg Skatepark,"Søholt Parkvej 4, 8600 Silkeborg, Denmark",Silkeborg SkateparkDK,FSR,1200 m²,N/A,N/A,https://fsrbeton.dk/projekter/silkeborg/,Concrete Skatepark.,fsrbetonpin,silkeborgfsr01.jpg silkeborgfsr02.jpg silkeborgfsr03.jpg,56.18161628,9.586578065,DK
Silkeborg Skatepark,"Buskelundhøjen 231, 8600 Silkeborg, Denmark",silkeborkDK,N/A,"6,623.83 ft² (615.37 m²)",Lights.,Covered.,http://skateparks.dk/midtjylland/silkeborg-skatepark/,Street course.,woodparklightspin,DKsilkeborg1.jpg DKsilkeborg2.jpg DKsilkeborg3.jpg DKsilkeborg4.jpg,56.178465,9.498419,DK
SilverCitySkatepark-SilverCityNM,"Little Walnut Rd, Silver City, NM 88061, US",SilverCitySkatepark-SilverCityNM,Grindline,"15,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,silvercity01.jpg silvercity02.jpg,32.78047605,-108.277701,NM
Silvercreek Park Skatepark Guelph,"141 Edinburgh Rd S, Guelph, ON N1G 2H8, Canada",silvercreekparkskateparkguelph,Newline,"13,015.93 ft²",N/A,N/A,http://www.newlineskateparks.com/project/silvercreek-park-skatepark/,Concrete,newlinepin,silvercreekparkskateparkguelph.jpg,43.53320845,-80.25483328,ON
"Silverthorne, CO","430 Rainbow Dr, Silverthorne, CO 80498, US",silverthorne,Team Pain,"11,300sqft.",N/A,N/A,https://teampain.com/projects/silverthorne-co/,Concrete Skatepark.,teampainpin,silverthorne01.jpg,39.63531621,-106.0723537,CO
Silverton Skatepark,"758 W Main St, Silverton, OR 97381, US",silvertonOR,Dreamland.,"8,500sqft.",No,No,http://www.dreamlandskateparks.com/oregon\nhttps://www.facebook.com/Dreamland-Skateparks-312289202195185/,Concrete Skatepark with Street Section.,dreamlandpin,OREGONsilverton1.png OREGONsilverton2.jpg OREGONsilverton3.jpg OREGONsilverton4.jpg OREGONsilverton5.jpg OREGONsilverton6.jpg OREGONsilverton7.jpg OREGONsilverton8.png,44.998986,-122.793241,OR
Sisters Skatepark,"1750 McKinney Butte Rd, Sisters, OR 97759, US",sistersOR,N/A,"12,957.33 ft²",No,No,http://www.northwestskater.com/sisters.html,Concrete Skatepark.,othergoodparkpin,OREGONsisters1.jpg OREGONsisters2.jpg OREGONsisters3.jpg OREGONsisters4.jpg OREGONsisters5.jpg,44.295823,-121.579598,OR
"SitkaSkatepark-Sitka,AK","801 Halibut Point Rd, Sitka, AK 99835, US",SitkaSkatepark-SitkaAK,Grindline,"6,500sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,sitka01.jpg,57.05823156,-135.3475098,AK
Six Nations Skatepark Oshweken,"1738 4th Line, Ohsweken, ON N0A 1M0, Canada",sixnationsskateparkoshweken,Newline,"4,822.07 ft²",N/A,N/A,http://www.newlineskateparks.com/project/six-nations-skatepark/,Concrete,newlinepin,sixnationsskateparkoshweken.jpg,43.06999388,-80.12520668,ON
"SkateparkofAthens-Athens,GA","4432 Lexington Rd, Athens, GA 30605, US",SkateparkofAthens-AthensGA,Grindline,"12,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,athensgaathens01.jpg,33.92855768,-83.3073097,GA
SKATE PLAZA DE PONCE,"XCX5+992, Ponce, 00716, Puerto Rico",SKATEPLAZADEPONCE,Spohn Ranch,"10,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/skate-plaza-de-ponce/,concrete park,spohnranchpin,SKATEPLAZADEPONCE01.jpg SKATEPLAZADEPONCE02.jpg SKATEPLAZADEPONCE03.jpg SKATEPLAZADEPONCE04.jpg,17.99837786,-66.59166086,PR
Slagelse Skatepark,"Korshøjvej 2, 4200 Slagelse, Denmark",slagelseDK,N/A,"16,335.57 ft² (1,517.62 m²)",Lights.,No,http://skateparks.dk/sjaelland/slagelse-skatepark/,Street course with mini bowl.,woodparklightspin,DKslagelse1.jpg DKslagelse2.jpg DKslagelse3.jpg DKslagelse4.jpg DKslagelse5.jpg,55.38720178,11.3063596,DK
SMALLENBURG SKATEPARK,"325 Fairbanks Ave, Holland, MI 49423, US",SMALLENBURGSKATEPARK,Spohn Ranch,"10,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/smallenburg-skatepark/,concrete park,spohnranchpin,SMALLENBURGSKATEPARK01.jpg SMALLENBURGSKATEPARK02.jpg SMALLENBURGSKATEPARK03.jpg SMALLENBURGSKATEPARK04.jpg,42.78463906,-86.09195196,MI
Snowmass Village,"2835 Brush Creek Rd, Aspen, CO 81611, US",snowmass,Dreamland.,"10,000 sqft.",N/A,N/A,https://www.dreamlandskateparks.com/colorado,N/A,dreamlandpin,snowmass01.jpg,39.22680072,-106.9226856,CO
Soma Skate Plaza San Francisco,"SoMa West Skatepark, 1712 Duboce Ave, San Francisco, CA 94103, US",somaskateplazasanfrancisco,Newline,"24,923.31 ft²",N/A,N/A,http://www.newlineskateparks.com/project/soma-skate-plaza/,Concrete,newlinepin,somaskateplazasanfrancisco.jpg,37.7700959,-122.4214833,CA
Sønderborg Skatehal,"Ringriderpladsen 9, 6400 Sønderborg, Denmark",Sønderborg SkatehalDK,FSR,500 m²,N/A,N/A,https://fsrbeton.dk/projekter/sonderborg-skatehal/,Concrete Skatepark.,fsrbetonpin,soenderborghalfsr01.jpg soenderborghalfsr02.jpg,54.9051692,9.79608131,DK
Sønderborg Skatepark,"Ringriderpladsen 9, 6400 Sønderborg, Denmark",Sønderborg SkateparkDK,FSR,280 m²,N/A,N/A,https://fsrbeton.dk/projekter/sonderborg/,Concrete Skatepark.,fsrbetonpin,soenderborgfsr01.jpg soenderborgfsr02.jpg,54.9051692,9.79608131,DK
Søndersø Bypark,"Toftekær 5, 5471 Søndersø, Denmark",Søndersø ByparkDK,FSR,300 m²,N/A,N/A,https://fsrbeton.dk/projekter/sonderso-bypark/,Concrete Skatepark.,fsrbetonpin,soendersoefsr01.jpg,55.48222219,10.25137053,DK
Sorø Skatepark,"Fægangen 5, 4180 Sorø, Denmark",Sorø SkateparkDK,FSR,240 m²,N/A,N/A,https://fsrbeton.dk/projekter/soro/,Concrete Skatepark.,fsrbetonpin,soroegfsr01.jpg,55.43722384,11.56527662,DK
SOUTH BRANCH SKATEPARK,"307 W Friendship Rd, Sykesville, MD 21784, US",SOUTHBRANCHSKATEPARK,Spohn Ranch,"13,000 ft²",NO,N/A,https://www.spohnranch.com/portfolio/sykesville-skatepark/,concrete park,spohnranchpin,SOUTHBRANCHSKATEPARK01.jpg SOUTHBRANCHSKATEPARK02.jpg SOUTHBRANCHSKATEPARK03.jpg SOUTHBRANCHSKATEPARK04.jpg,39.3620279,-76.9692277,MD
"SouthJordanSkatepark-SouthJordan,UT","109 Redwood Rd, Salt Lake City, UT 84116, US",SouthJordanSkatepark-SouthJordanUT,Grindline,"15,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,southjordan01.jpg,40.79957585,-111.9250391,UT
South Kitsap Skatepark Port Orchard,"2655 SE Marbeth Ln, Port Orchard, WA 98366, US",southkitsapskateparkportorchard,Newline,"25,972.89 ft²",N/A,N/A,http://www.newlineskateparks.com/project/south-kitsap-skatepark/,Concrete,newlinepin,southkitsapskateparkportorchard.jpg,47.51983826,-122.6149614,WA
SOUTH PADRE ISLAND SKATEPARK,"John L Tompkins Park, 67-8378-0010-0010-00, South Padre Island, TX 78597, US",SOUTHPADREISLANDSKATEPARK,Spohn Ranch,8000 ft²,N/A,N/A,https://www.spohnranch.com/portfolio/south-padre-island-skatepark/,concrete park,spohnranchpin,SOUTHPADREISLANDSKATEPARK01.jpg SOUTHPADREISLANDSKATEPARK02.jpg SOUTHPADREISLANDSKATEPARK03.jpg SOUTHPADREISLANDSKATEPARK04.jpg,26.13164457,-97.17046968,TX
South Park Skatepark,"736 S Cloverdale St, Seattle, WA 98108, US",southpark,Grindline.,"4,000sqft.",No,No,https://www.grindline.com/map/,Concrete Skatepark aka Stargate,grindlinepin,southpark.jpg southpark2.jpg,47.526744,-122.323833,WA
Sparwood Skatepark Sparwood,"306 Lodgepole Pl, Sparwood, BC V0B 2G1, Canada",sparwoodskateparksparwood,Newline,"9,111.65 ft²",N/A,N/A,http://www.newlineskateparks.com/project/sparwood-skatepark/,Concrete,newlinepin,sparwoodskateparksparwood.jpg,49.73431108,-114.8972451,BC
Spokane Valley Ymca Skatepark,"2421 N Discovery Pl, Spokane Valley, WA 99216, US",spokanevalley,Grindline.,"8,500sqft.",No,No,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,spokanevalley.jpg spokanevalley2.jpg spokanevalley3.jpg,47.679631,-117.22734,WA
"Springfield, MS bowl","945 W Meadowmere St, Springfield, MO 65807, US",springfield,Team Pain,"35,000sqft.",N/A,N/A,https://teampain.com/projects/springfield-ms-bowl-2/,Concrete Skatepark.,teampainpin,springfield01.jpg,37.19137252,-93.30312688,MO
Springfield Skatepark,"1276 G St, Springfield, OR 97477, US",springfieldOR,N/A,"15,124.29 ft²",No,No,http://www.northwestskater.com/springfieldwilliam.html,Concrete Skatepark.,skateparkpin,OREGONspringfield1.jpg OREGONspringfield2.jpg OREGONspringfield3.jpg,44.053447,-123.00602,OR
"SpringPark-Houston,TX","12399 Kuykendahl Rd, Houston, TX 77090, US",SpringPark-HoustonTX,Grindline,"75,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,northhouston01.jpg,29.96478329,-95.42324943,TX
Sprinker Skatepark,"14824 C St S, Parkland, WA 98444, US",sprinker,N/A,"28,382.62 ft²",No,No,http://www.northwestskater.com/sprinker.html,Concrete Skatepark.,othergoodparkpin,sprinker.jpg sprinker2.jpg sprinker3.jpg,47.123532,-122.438024,WA
"St.HelenaSkatepark-St.Helena,CA","360 Crane Ave, St. Helena, CA 94574, US",St.HelenaSkatepark-St.HelenaCA,Grindline.,"17,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,sthelena01.jpg sthelena02.jpg,38.493767,-122.4646633,CA
Nampa Skatepark (Stampede),"Stampede Dr & 11th Ave N, Nampa, ID 83687, US",stampedeID,N/A,"14,000sqft.",No,No,http://www.boiseskateboardassociation.com/skateparks/stampede,"Various small banks, ledges, and rails.",skateparkpin,IDAHOstampede1.jpg IDAHOstampede2.jpg IDAHOstampede3.jpg IDAHOstampede4.jpg IDAHOstampede5.jpg IDAHOstampede6.jpg,43.590354,-116.546109,ID
STANTON SKATEPARK,"Stanton Skatepark, 10660 Western Ave, Stanton, CA 90680, US",STANTONSKATEPARK,Spohn Ranch,"9,000 ft²",YES,N/A,https://www.spohnranch.com/portfolio/stanton-skatepark/,concrete park,spohnranchlightspin,STANTONSKATEPARK01.jpg STANTONSKATEPARK02.jpg STANTONSKATEPARK03.jpg STANTONSKATEPARK04.jpg,33.80721048,-118.001675,CA
Star Skatepark (Tom Erlebach),"1500 N Star Rd, Star, ID 83669, US",starID,Grindline.,"16,000sqft.",No,No,http://www.boiseskateboardassociation.com/skateparks/tom-erlebach-skatepark\nhttps://www.northwestskater.com/starid.html,Uniquely intermixed transition and street elements.,grindlinepin,IDAHOstar1.jpg IDAHOstar2.jpg IDAHOstar3.jpg,43.703947,-116.489981,ID
Station One Skate Plaza St. John,"1 Station St, Saint John, NB E2L 5G5, Canada",stationoneskateplazastjohn,Newline,"17,204.67 ft²",N/A,Yes,http://www.newlineskateparks.com/project/station-one-skate-plaza/,Concrete,newlinepin,stationoneskateplazastjohn.jpg,45.2754944,-66.0665192,NB
St. Augustine Skatepark,"1595 Wildwood Dr, St. Augustine, FL 32086, US",staugustine,Team Pain,"25,000sqft.",N/A,N/A,https://teampain.com/projects/st-augustine-skatepark/,Concrete Skatepark.,teampainpin,staugustine01.jpg,29.83325111,-81.35827771,FL
Steamboat springs Skatepark,"1800 Lagoon Ct, Steamboat Springs, CO 80487, US",steamboat,Team Pain,"9,600sqft.",N/A,N/A,https://teampain.com/projects/steamboat-springs-skatepark/,Concrete Skatepark.,teampainpin,steamboat01.jpg,40.49942216,-106.862109,CO
Steel Park Lulea,"Klyvargatan 1, 974 38 Luleå, Sweden",steelparklulea,Newline,"19,856.45 ft²",N/A,N/A,http://www.newlineskateparks.com/project/steel-park/,Concrete,newlinepin,steelparklulea.jpg,65.57583325,22.20262221,SE
"STERLING HEIGHTS, MICHIGAN SKATEPARK","40111 Dodge Park Rd, Sterling Heights, MI 48313, US",STERLINGHEIGHTSMICHIGANSKATEPARK,Evergreen.,"14,751.00 ft²",No,No,https://www.evergreenskateparks.com/sterling-heights,N/A,evergreenpin,sterlingheightseg01.jpg,42.58919733,-83.01259217,MI
"STEVENSVILLE, MONTANA SKATEPARK","Pickleball Courts, Lewis & Clark Park, Stevensville, MT 59870, US",STEVENSVILLEMONTANASKATEPARK,Evergreen.,"9,087.35 ft²",No,No,https://www.evergreenskateparks.com/stevensville-montana-skatepark,N/A,evergreenpin,stevensvilleeg01.jpg,46.51201295,-114.0981794,MT
"Stevensville, Montana Skatepark - Evergreen Skateparks","Lewis & Clark Park, 306 W 2nd St, Stevensville, MT 59870, US",stevensvilleOR,Evergreen.,"9,993sqft.",No,No,https://www.evergreenskateparks.com/stevensville-montana-skatepark,Concrete Evergreen-style flow.,evergreenpin,stevensville01.png stevensville02.png stevensville03.png,46.5120452,-114.0980989,MT
St Ignatius Skatepark,"360 Mission Dr, Saint Ignatius, MT 59865, US",stignatiusMT,Dreamland.,"10,500sqft.",No,No,http://www.dreamlandskateparks.com/montana\nhttp://www.northwestskater.com/saintignatius.html,Concrete Skatepark.,dreamlandpin,MONTANAstignatius.jpg MONTANAstignatius1.jpg MONTANAstignatius2.jpg MONTANAstignatius3.jpg MONTANAstignatius4.jpg MONTANAstignatius5.jpg,47.315947,-114.102683,MT
"Stockholm, Sweden Skatepark","Gubbängsvägen 80, 122 44 Enskede, Sweden",stockholmSE,Evergreen.,"10,000sqft.",SomeLights.,No,http://evergreenskateparks.com/stockholm-sweden-skatepark,Evergreen style flow bowl.,evergreenlightspin,stockholm01.jpg stockholm03.jpg,59.26413869,18.08888586,SE
St. Paul Skatepark St. Paul,"4836 52 Ave, St. Paul, AB T0A 3A2, Canada",stpaulskateparkstpaul,Newline,"12,593.09 ft²",N/A,N/A,http://www.newlineskateparks.com/project/st-paul-skatepark/,Concrete,newlinepin,stpaulskateparkstpaul.jpg,53.99426522,-111.2949938,AB
"St. Pete, FL","600 12th St S, St. Petersburg, FL 33705, US",stpete,Team Pain,"21,500sqft.",N/A,N/A,https://teampain.com/projects/st-pete-fl/,Concrete Skatepark.,teampainpin,stpete01.jpg,27.76462414,-82.64959596,FL
Streetdome,"Godskajen, 6100 Haderslev, Denmark",streetdomeDK,Grindline.,"54,223.45 ft² (5,037.52 m²)",Lights.,Covered.,http://glifberglykke.com/streetdome.htmlhttp://grindline.com/skateparks/street-dome-haderslev-denmark/,"Flow bowls combine with street elements, and a skateable dome with another bowl and more street elements inside.",grindlinelightspin,streetdome1.jpg streetdome10.jpg streetdome11.jpg streetdome12.jpg streetdome13.jpg streetdome14.jpg streetdome15.jpg streetdome16.jpg streetdome17.jpg streetdome18.jpg streetdome2.jpg streetdome3.jpg streetdome4.jpg streetdome5.jpg streetdome6.jpg streetdome7.jpg streetdome8.jpg streetdome9.jpg,55.25175876,9.504818956,DK
STRICKLAND PARK SKATEPARK,"423 N Main St, Stillwater, OK 74075, US",STRICKLANDPARKSKATEPARK,Spohn Ranch,"6,000 ft²",N/A,N/A,https://www.spohnranch.com/portfolio/strickland-park-skate-park/,concrete park,spohnranchpin,STRICKLANDPARKSKATEPARK01.jpg STRICKLANDPARKSKATEPARK02.jpg,36.12509003,-97.05725502,OK
Struer Skatepark,"Ringgade 84, 7600 Struer, Denmark",Struer SkateparkDK,FSR,480 m²,N/A,N/A,https://fsrbeton.dk/projekter/struer/,Concrete Skatepark.,fsrbetonpin,struerfsr01.jpg,56.48662632,8.598882762,DK
"SturgeonBaySkatepark,SturgeonBay,WI","835 N 14th Ave, Sturgeon Bay, WI 54235, US",SturgeonBaySkateparkSturgeonBayWI,Grindline,"10,250sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,sturgeon01.jpg,44.82504975,-87.38494068,WI
"STURTEVANT, WISCONSIN SKATEPARK","East Park, 2845 87th St, Sturtevant, WI 53177, US",STURTEVANTWISCONSINSKATEPARK,Evergreen.,"9,714.89 ft²",No,No,https://www.evergreenskateparks.com/sturtevant-wisconsin-skatepark,N/A,evergreenpin,sturtevanteg01.jpg,42.69989452,-87.89090433,WI
Sumner Skatepark,"15200 Washington St, Sumner, WA 98390, US",sumner,Grindline.,"12,500sqft.",No,No,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,sumner.jpg sumner2.jpg sumner3.jpg,47.205661,-122.226042,WA
Sundsvall,"Skepparegatan, 852 34 Sundsvall, Sweden",SundsvallDK,FSR,1100 m²,N/A,N/A,https://fsrbeton.dk/projekter/sundsvall/,Concrete Skatepark.,fsrbetonpin,sundsvallfsr01.jpg,62.39401758,17.3143514,DK
Sunny Isles Skatepark,"17200 Collins Ave, Sunny Isles Beach, FL 33160, US",sunnyisles,Team Pain,"7,000sqft.",N/A,N/A,https://teampain.com/projects/sunny-isles-skatepark/,Concrete Skatepark.,teampainpin,sunnyisles01.jpg,25.93629663,-80.12252307,FL
"SunnysideNeighborhoodPark-CollegePark,MD","10110 Rhode Island Ave, College Park, MD 20740, US",SunnysideNeighborhoodPark-CollegeParkMD,Grindline,"5,000sqft.",N/A,N/A,https://www.grindline.com/map/,Concrete Skatepark.,grindlinepin,collegepark01.jpg,39.0203673,-76.92067561,MD
"Sunnyside, Washington","719 E Edison Ave, Sunnyside, WA 98944, US",SunnysideWashington,Evergreen.,"10,996.35 ft²",No,No,https://www.evergreenskateparks.com/sunnyside-washington,N/A,evergreenpin,sunnysideeg01.jpg,46.32204756,-120.0159615,WA
"SUPERIOR, MONTANA SKATEPARK","Eva Horning Park, 409 5th Ave E, Superior, MT 59872, US",SUPERIORMONTANASKATEPARK,Evergreen.,"12,539.83 ft²",No,No,https://www.evergreenskateparks.com/superior-montana-skatepark,N/A,evergreenpin,superiormteg01.jpg,47.19075202,-114.8849076,MT
Svendborg Skatepark,"Frederiksø 18, 5700 Svendborg, Denmark",Svendborg SkateparkDK,FSR,130 m²,N/A,N/A,https://fsrbeton.dk/projekter/svendborg-skatepark/,Concrete Skatepark.,fsrbetonpin,svendborgfsr01.jpg,55.05798575,10.61690424,DK
Sycomore Skatepark Sycomore,"3 All. Madame de Montespan, 77600 Bussy-Saint-Georges, France",sycomoreskateparksycomore,Newline,"8,465.97 ft²",N/A,N/A,http://www.newlineskateparks.com/project/sycomore-skatepark/,Concrete,newlinepin,sycomoreskateparksycomore.jpg,48.83692139,2.722407287,FR
Sylvan Lake Skatepark Sylvan Lake,"4725 43 St, Sylvan Lake, AB T4S 1M3, Canada",sylvanlakeskateparksylvanlake,Newline,"10,054.19 ft²",N/A,N/A,http://www.newlineskateparks.com/project/1339/,Concrete,newlinepin,sylvanlakeskateparksylvanlake.jpg,52.30582154,-114.08364,AB
Taber Skatepark Taber,"4900 48 St, Taber, AB T1G 1H1, Canada",taberskateparktaber,Newline,"17,108.48 ft²",N/A,N/A,http://www.newlineskateparks.com/project/1359/,Concrete,newlinepin,taberskateparktaber.jpg,49.7852305,-112.1537851,AB
