name,address,id,builder,sqft,lights,covered,url,elements,pinimage,photos,latitude,longitude,group
Clarkston,"Chestnut St & 2nd St, Clarkston, WA 99403, US",DAN207,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/clarkston.html,tbd,dansparkpin,dansskatepage.jpg,46.41045155,-117.0400112,WA
"Clarksville, Tennessee","1161 Peachers Mill Rd, Clarksville, TN 37042, US",DAN208,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ClarksvilleTN.html,tbd,dansparkpin,dansskatepage.jpg,36.58395246,-87.39038426,TN
"Cle Elum, Washington","W 2nd St & Alpha Way, Cle Elum, WA 98922, US",DAN209,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CleElumWA.html,tbd,dansparkpin,dansskatepage.jpg,47.19697179,-120.9505432,WA
Amarillo (John Stiff),"Kwahadi Trail & Shoshone Trail, Amarillo, TX 79109, US",DAN21,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/amarillojohntx.html,tbd,dansparkpin,dansskatepage.jpg,35.15415549,-101.9045053,TX
"Clearfield, Utah","906 S 1000 E, Clearfield, UT 84015, US",DAN210,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/clearfield.html,tbd,dansparkpin,dansskatepage.jpg,41.10024424,-112.0075116,UT
Clinton,"10011 Stitt St, Clinton, MT 59825, US",DAN211,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ClintonMT.html,tbd,dansparkpin,dansskatepage.jpg,46.77577174,-113.7174808,MT
Clinton,"10011 Stitt St, Clinton, MT 59825, US",DAN212,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ClintonMT.html,tbd,dansparkpin,dansskatepage.jpg,46.77577174,-113.7174808,MT
"Clinton, Utah","N 1700 W & 1740 N, Clinton, UT 84015, US",DAN213,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/clintonUT.html,tbd,dansparkpin,dansskatepage.jpg,41.13895719,-112.0583706,UT
Cloquet,"1405 Prospect Ave, Cloquet, MN 55720, US",DAN214,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CloquetMN.html,tbd,dansparkpin,dansskatepage.jpg,46.71434774,-92.44882202,MN
Coaldale,"24th St & 22nd Ave, Coaldale, AB T1M, Canada",DAN215,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/coaldaleabcanada.html,tbd,dansparkpin,dansskatepage.jpg,49.72349246,-112.6340424,AB
Coca Beach,"1450 Minutemen Causeway, Cocoa Beach, FL 32931, US",DAN216,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/cocoabeach.html,tbd,dansparkpin,dansskatepage.jpg,28.31536125,-80.62845371,FL
"Cody, Wyoming","Cougar Ave & Blackburn St, Cody, WY 82414, US",DAN217,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/cody.html,tbd,dansparkpin,dansskatepage.jpg,44.5284172,-109.0437804,WY
"Coeur d'Alene, Idaho","480 W Garden Ave, Coeur d'Alene, ID 83814, US",DAN218,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CoeurdAleneID.html,tbd,dansparkpin,dansskatepage.jpg,47.6783649,-116.7908728,ID
Colfax,"1408 N Parkview Dr, Colfax, WA 99111, US",DAN219,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ColfaxWA.html,tbd,dansparkpin,dansskatepage.jpg,46.89605022,-117.3593279,WA
Amarillo (Martin),"1300 N Mirror St, Amarillo, TX 79107, US",DAN22,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/amarillomartintx.html,tbd,dansparkpin,dansskatepage.jpg,35.22640963,-101.8167559,TX
College Station,"1520 Rock Prairie Rd, College Station, TX 77845, US",DAN220,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/collegestationTX.html,tbd,dansparkpin,dansskatepage.jpg,30.58147483,-96.29311629,TX
Colorado Springs (Goose Gossage),"3870 Mark Dabling Blvd, Colorado Springs, CO 80907, US",DAN221,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/springsgossage.html,tbd,dansparkpin,dansskatepage.jpg,38.88893681,-104.8273714,CO
Colorado Springs (John L Stone),"4017 Family Pl, Colorado Springs, CO 80920, US",DAN222,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/springsstone.html,tbd,dansparkpin,dansskatepage.jpg,38.96337948,-104.7542306,CO
"Colorado Springs (Memorial Park), Colorado","1315 E Pikes Peak Ave, Colorado Springs, CO 80910, US",DAN223,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/csmem.html,tbd,dansparkpin,dansskatepage.jpg,38.83252681,-104.7968098,CO
"Colorado Springs (Widefield), Colorado","705 Aspen Dr, Colorado Springs, CO 80911, US",DAN224,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ColoradoSpringsWidefield.html,tbd,dansparkpin,dansskatepage.jpg,38.7500585,-104.7292601,CO
Colstrip,"Cottonwood Park, 226 Cherry St, Colstrip, MT 59323, US",DAN225,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ColstripMT.html,tbd,dansparkpin,dansskatepage.jpg,45.87658771,-106.6255907,MT
"Columbus (Clifty Park), Indiana","Marr Rd, Columbus, IN 47203, US",DAN226,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ColumbusINClifty.html,tbd,dansparkpin,dansskatepage.jpg,39.197332,-85.8802698,IN
Columbus (Pawnee Park),"3420 Pawnee Plaza, Columbus, NE 68601, US",DAN227,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ColumbusNEPawnee.html,tbd,dansparkpin,dansskatepage.jpg,41.418584,-97.36232449,NE
"Columbus, Georgia","200 4th St, Columbus, GA 31901, US",DAN228,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ColumbusGA.html,tbd,dansparkpin,dansskatepage.jpg,32.45245313,-84.99004713,GA
"Commerce City (Fronterra), Colorado","10020 Joplin St, Commerce City, CO 80022, US",DAN229,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CommerceCity(Fronterra)CO.html,tbd,dansparkpin,dansskatepage.jpg,39.88013309,-104.8013748,CO
American Falls,"39 Hillcrest Ave, American Falls, ID 83211, US",DAN23,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/americanfallsid.html,tbd,dansparkpin,dansskatepage.jpg,42.7926904,-112.8453671,ID
"Commerce City (Turnberry), Colorado","10725 Wheeling St, Commerce City, CO 80022, US",DAN230,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CommerceCity(Turnberry)CO.html,tbd,dansparkpin,dansskatepage.jpg,39.89095103,-104.8316371,CO
"Commerce City, Colorado","5902 Holly St, Commerce City, CO 80022, US",DAN231,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/commercecity.html,tbd,dansparkpin,dansskatepage.jpg,39.80507196,-104.915653,CO
"Cookeville, Tennessee","580 Scott Ave, Cookeville, TN 38501, US",DAN232,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CookevilleTN.html,tbd,dansparkpin,dansskatepage.jpg,36.15075408,-85.51085093,TN
"Corona (City Park), California","1009 E 6th St, Corona, CA 92879, US",DAN233,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/coronacitypark.html,tbd,dansparkpin,dansskatepage.jpg,33.87503171,-117.5537451,CA
"Corona (Deleo), California","25655 Santiago Canyon Rd, Corona, CA 92883, US",DAN234,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/Corona(Deleo)CA.html,tbd,dansparkpin,dansskatepage.jpg,33.74399008,-117.4637999,CA
"Corona (Harada Heritage Park), California","13099 65th St, Corona, CA 92880, US",DAN235,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/coronaharada.html,tbd,dansparkpin,dansskatepage.jpg,33.96625166,-117.568364,CA
"Corona (Huber Park), California","14122 Pioneer Ct, Corona, CA 92880, US",DAN236,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/coronahuber.html,tbd,dansparkpin,dansskatepage.jpg,33.97161182,-117.5909848,CA
"Corona (Santana Park), California","2290 Kellogg Ave, Corona, CA 92879, US",DAN237,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/coronasantana.html,tbd,dansparkpin,dansskatepage.jpg,33.85272895,-117.5575872,CA
"Coronado, California","2000 Mullinex Dr, Coronado, CA 92118, US",DAN238,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/coronado.html,tbd,dansparkpin,dansskatepage.jpg,32.69038978,-117.1656398,UN
Corrales,"500 Jones Rd, Corrales, NM 87048, US",DAN239,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/corralesnm.html,tbd,dansparkpin,dansskatepage.jpg,35.22122056,-106.6218561,NM
"American Fork, Utah","220 E 500 S, American Fork, UT 84003, US",DAN24,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/americanfork.html,tbd,dansparkpin,dansskatepage.jpg,40.36625766,-111.7930012,UT
Cortez,"425 Roger Smith Ave, Cortez, CO 81321, US",DAN240,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/cortezco.html,tbd,dansparkpin,dansskatepage.jpg,37.35154362,-108.5704469,CO
"Corvallis, Oregon","648 SW 2nd St, Corvallis, OR 97333, US",DAN241,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/corvallis.html,tbd,dansparkpin,dansskatepage.jpg,44.55763765,-123.2630825,OR
"Costa Mesa (Volcom), California","gtbuy, 900 Arlington Dr, Costa Mesa, CA 92626, US",DAN242,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/costamesa.html,tbd,dansparkpin,dansskatepage.jpg,33.66941453,-117.8944948,CA
Cottage Grove (Phoebe Bakken Park),"352 Clark St, Cottage Grove, WI 53527, US",DAN243,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CottageGroveWIPhoebe.html,tbd,dansparkpin,dansskatepage.jpg,43.07547895,-89.20652497,WI
"Cottonwood Heights, Utah","2415 Bengal Blvd, Cottonwood Heights, UT 84121, US",DAN244,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/cottonwood.html,tbd,dansparkpin,dansskatepage.jpg,40.61295094,-111.8210262,UT
Council Bluffs,"Broadway Park, 1300 W Broadway, Council Bluffs, IA 51501, US",DAN245,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/councilbluffsia.html,tbd,dansparkpin,dansskatepage.jpg,41.262196,-95.86474117,IA
"Covington, Washington","25064 164th Ave SE, Covington, WA 98042, US",DAN246,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/covington.html,tbd,dansparkpin,dansskatepage.jpg,47.37602202,-122.1227761,WA
Craig,"2000 Baker Dr, Craig, CO 81625, US",DAN247,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/craigco.html,tbd,dansparkpin,dansskatepage.jpg,40.5181493,-107.5255914,CO
"Culver City, California","9910 Jefferson Blvd, Culver City, CA 90232, US",DAN248,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/culvercity.html,tbd,dansparkpin,dansskatepage.jpg,34.0155025,-118.3882484,CA
"Cusick, Washington","S 1st Ave & Monumental Way, Cusick, WA 99119, US",DAN249,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/cusick.html,tbd,dansparkpin,dansskatepage.jpg,48.33647641,-117.2940256,WA
"Anaconda, Montana","201 Monroe St, Anaconda, MT 59711, US",DAN25,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/anaconda.html,tbd,dansparkpin,dansskatepage.jpg,46.12600663,-112.9354703,MT
Custer,"S 8th St, Custer, SD 57730, US",DAN250,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/CusterSD.html,tbd,dansparkpin,dansskatepage.jpg,43.76664957,-103.595974,SD
"Dacula (Duncan Creek), Georgia","3700 Braselton Hwy, Dacula, GA 30019, US",DAN251,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DaculaDuncanCreekGA.html,tbd,dansparkpin,dansskatepage.jpg,34.06961711,-83.90565313,GA
Darby,"318 Rodeo Rd, Darby, MT 59829, US",DAN252,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/darbymt.html,tbd,dansparkpin,dansskatepage.jpg,46.03177331,-114.1830828,MT
"Darrington, Washington","1026 Alvord St, Darrington, WA 98241, US",DAN253,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DarringtonWA.html,tbd,dansparkpin,dansskatepage.jpg,48.25267385,-121.6020323,WA
Davenport,"900 W River Dr, Davenport, IA 52802, US",DAN254,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DavenportIA.html,tbd,dansparkpin,dansskatepage.jpg,41.51978068,-90.58782063,IA
"Daybreak, Utah","Topview Rd, South Jordan, UT 84009, US",DAN255,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/daybreak.html,tbd,dansparkpin,dansskatepage.jpg,40.55439548,-111.997706,UT
Daytona Beach (Bethune Point Park),"11 Bellevue Ave, Daytona Beach, FL 32114, US",DAN256,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/bethunepoint.html,tbd,dansparkpin,dansskatepage.jpg,29.19899822,-81.00875169,FL
Daytona Beach (Stone Edge),"1848 S Ridgewood Ave, South Daytona, FL 32119, US",DAN257,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/stoneedge.html,tbd,dansparkpin,dansskatepage.jpg,29.17691426,-81.00569743,FL
"DeBeque, Colorado","Lena Ln, De Beque, CO 81630, US",DAN258,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DebequeCo.html,tbd,dansparkpin,dansskatepage.jpg,39.33485817,-108.2129237,CO
Deer Lodge,"509 Higgins Ave, Deer Lodge, MT 59722, US",DAN259,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DeerLodgeMT.html,tbd,dansparkpin,dansskatepage.jpg,46.40243092,-112.7316597,MT
Anacortes,"R Ave & 23rd St, Anacortes, WA 98221, US",DAN26,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/anacortes.html,tbd,dansparkpin,dansskatepage.jpg,48.503385,-122.6091349,WA
Deer Park,"S Arnim Ave, Deer Park, WA 99006, US",DAN260,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DeerParkWA.html,tbd,dansparkpin,dansskatepage.jpg,47.95228777,-117.4747311,WA
"Deerfield, Illinois","836 Jewett Park Dr, Deerfield, IL 60015, US",DAN261,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DeerfieldIL.html,tbd,dansparkpin,dansskatepage.jpg,42.16933099,-87.84790379,IL
"Delta, Utah","115 N 100 W Rd, Delta, UT 84624, US",DAN262,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/deltaUT.html,tbd,dansparkpin,dansskatepage.jpg,39.35442428,-112.5778177,UT
"Deming (Coalpad DIY), Washington","9989 Mt Baker Hwy, Deming, WA 98244, US",DAN263,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DemingCoalpadWA.html,tbd,dansparkpin,dansskatepage.jpg,48.88637853,-121.9429742,WA
"Denver (Elyria), Colorado","Race St & E 49th Ave, Denver, CO 80216, US",DAN264,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/denverelyria.html,tbd,dansparkpin,dansskatepage.jpg,39.78497408,-104.9638801,CO
"Denver (Green Valley Ranch), Colorado","18900 E 51st Ave, Denver, CO 80249, US",DAN265,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/denvergreenvalley.html,tbd,dansparkpin,dansskatepage.jpg,39.7886159,-104.7669018,CO
"Denver (Greenway Park), Colorado","9021 E 26th Ave, Denver, CO 80238, US",DAN266,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/denvergreenway.html,tbd,dansparkpin,dansskatepage.jpg,39.75437293,-104.8867618,CO
"Denver (High Plains) Pump Track, Colorado","8901 E 56th Ave, Denver, CO 80022, US",DAN267,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/Denver(HighPlains)CO.html,tbd,dansparkpin,dansskatepage.jpg,39.80090767,-104.8734321,CO
Denver (La Alma Park),"1325 W 11th Ave, Denver, CO 80204, US",DAN268,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DenverAlmaCO.html,tbd,dansparkpin,dansskatepage.jpg,39.73448398,-105.0043103,CO
"Denver (Montbello Park) Pump Track, Colorado","13600 Crown Blvd, Denver, CO 80239, US",DAN269,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DenverMontbelloPumpTrackCO.html,tbd,dansparkpin,dansskatepage.jpg,39.78584814,-104.8295835,CO
Anaheim (Manzanita),"1260 N Riviera St, Anaheim, CA 92801, US",DAN27,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/Anaheim(Manzanita)CA.html,tbd,dansparkpin,dansskatepage.jpg,33.85325824,-117.9270956,CA
"Denver (Montbello), Colorado","15555 E 53rd Ave, Denver, CO 80239, US",DAN270,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DenverCoMontbello.html,tbd,dansparkpin,dansskatepage.jpg,39.79341483,-104.8064854,CO
Denver (Paco Sanchez),"1280 Knox Ct, Denver, CO 80204, US",DAN271,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/Denver(Paco)CO.html,tbd,dansparkpin,dansskatepage.jpg,39.73609703,-105.0312001,CO
Denver (RiNo Art Park),"3511 Ringsby Ct, Denver, CO 80216, US",DAN272,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DenverRinoCO.html,tbd,dansparkpin,dansskatepage.jpg,39.77312202,-104.9817486,CO
"Denver (Sloanâ€™s Lake) Pump Track, Colorado","1700 Sheridan Boulevard, Denver, CO 80214, US",DAN273,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/Denver(Sloan)CO.html,tbd,dansparkpin,dansskatepage.jpg,39.7446797,-105.0449125,CO
Denver (Westwood Park),"876 S Irving St, Denver, CO 80219, US",DAN274,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DenverWestwoodCO.html,tbd,dansparkpin,dansskatepage.jpg,39.70072099,-105.0295867,CO
"Denver, Colorado","2205 19th St, Denver, CO 80202, US",DAN275,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/denver.html,tbd,dansparkpin,dansskatepage.jpg,39.75952843,-105.0030955,CO
"Derby, Kansas","424 E Market St, Derby, KS 67037, US",DAN276,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DerbyKS.html,tbd,dansparkpin,dansskatepage.jpg,37.54557812,-97.26539548,KS
Des Moines,"3711 Easton Blvd, Des Moines, IA 50317, US",DAN277,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/desmoinesia.html,tbd,dansparkpin,dansskatepage.jpg,41.61437407,-93.54301168,IA
"Des Moines, (Lauridsen), Iowa","H9VJ+C5V, 901 2nd Ave, Des Moines, IA 50309, US",DAN278,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/desmoinesIALauridsen.html,tbd,dansparkpin,dansskatepage.jpg,41.59430763,-93.62045944,IA
"Des Moines, Washington","S 219th St & 11th Ave S, Des Moines, WA 98198, US",DAN279,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/desmoines.html,tbd,dansparkpin,dansskatepage.jpg,47.40562677,-122.3205826,WA
"Anderson (Mays Park), Indiana","901 Hst W 10th St, Anderson, IN 46016, US",DAN28,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/AndersonINMays.html,tbd,dansparkpin,dansskatepage.jpg,40.105846,-85.69052739,IN
"Desert Hot Springs, California","11-777 West Dr, Desert Hot Springs, CA 92240, US",DAN280,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/deserthotsprings.html,tbd,dansparkpin,dansskatepage.jpg,33.96255175,-116.510638,CA
"Detroit (Chandler Park), Michigan","12200 Chandler Park Dr, Detroit, MI 48213, US",DAN281,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DetroitMIChandler.html,tbd,dansparkpin,dansskatepage.jpg,42.394257,-82.97585839,MI
"Detroit (Hamtramck Park), Michigan","3414 E Davison St, Hamtramck, MI 48212, US",DAN282,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DetroitMIHamtramck.html,tbd,dansparkpin,dansskatepage.jpg,42.414605,-83.06376539,MI
"Detroit (Riverside Park), Michigan","3511 W Jefferson Ave, Detroit, MI 48216, US",DAN283,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DetroitMIRiverside.html,tbd,dansparkpin,dansskatepage.jpg,42.31410712,-83.08043783,MI
Dillon,"655 E Center St, Dillon, MT 59725, US",DAN284,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/dillon.html,tbd,dansparkpin,dansskatepage.jpg,45.21497733,-112.6303119,MT
"Donald, Oregon","10853 Main St NE, Aurora, OR 97002, US",DAN285,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/donald.html,tbd,dansparkpin,dansskatepage.jpg,45.22237838,-122.8380203,OR
Douglas,"823 Bartling St, Douglas, WY 82633, US",DAN286,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DouglasWY2.html,tbd,dansparkpin,dansskatepage.jpg,42.74674296,-105.377009,WY
"Draper, Utah","13400 S 300 E, Draper, UT 84020, US",DAN287,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/draper.html,tbd,dansparkpin,dansskatepage.jpg,40.5082145,-111.8825935,UT
Driggs,"S Baseline Rd & E Gemstone Ave, Driggs, ID 83422, US",DAN288,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/driggs.html,tbd,dansparkpin,dansskatepage.jpg,43.72013781,-111.1004459,ID
Drumheller,"100 1 Ave W, Drumheller, AB T0J 0Y4, Canada",DAN289,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/drumhellerabcanada.html,tbd,dansparkpin,dansskatepage.jpg,51.46788583,-112.7089655,AB
Ankeny,"1400 NW Prairie Ridge Dr, Ankeny, IA 50023, US",DAN29,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/ankenyia.html,tbd,dansparkpin,dansskatepage.jpg,41.74093505,-93.61809301,IA
"Duarte, California","1401 Central Ave, Duarte, CA 91010, US",DAN290,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/duarte.html,tbd,dansparkpin,dansskatepage.jpg,34.13627229,-117.9741007,CA
Dubuque,"1805 Flora Park Dr, Dubuque, IA 52001, US",DAN291,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DubuqueIA.html,tbd,dansparkpin,dansskatepage.jpg,42.5026449,-90.70620357,IA
Duluth,"3501 Grand Ave, Duluth, MN 55807, US",DAN292,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DuluthMN.html,tbd,dansparkpin,dansskatepage.jpg,46.75667798,-92.14607455,MN
Duluth (Keene Creek),"Bristol St & N 63rd Ave W, Duluth, MN 55807, US",DAN293,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DuluthKeeneMN.html,tbd,dansparkpin,dansskatepage.jpg,46.73576875,-92.17662106,MN
Duluth (Midtown Park),"230 N 20th Ave W, Duluth, MN 55806, US",DAN294,unknown,Unknown,N/A,N/A,https://www.northwestskater.com/DuluthMidtownMN.html,tbd,dansparkpin,dansskatepage.jpg,46.76874418,-92.12574271,MN
